,username,beername,user_rating,user_review
1524,Jw13,Very DDDoublegangerrr,4.61,"Pours a dirty brown-orange with a good sized light tan head. Smell is fairly mild, of mango and mixed tropical fruit. The somewhat reserved nose doesn't prepare you for the onslaught of flavor: more mango and orange and pith riding on a sturdy malt base. The mouthfeel is dense and coating, just as the can description promises, and the 9.2% abv is practically undetectable."
1525,papposilenus,Very DDDoublegangerrr,4.23,"From a 16oz can, dated 01/04/2024. ‘So is Joe Flaco elite?’ I have no idea what that means but what else is new. Served in a Tree House-branded willi becher pub glass.

Pours a mucky and thick-appearing oxidized mango flesh color with a finger-plus of creamy head. Retention is terrific, leaving a sudsy cap and a tattered blanket of foamy lacing. Looks more like fruit purée than actual fruit purée.

Nose is fairly faint but enticing nonetheless. Sweet cream, fruit and cake. Aroma of some sort of tropical fruit ice cream.

Taste is dense and doughy, not so much sweet and creamy as anticipated but more fruit rindy bitter. Tasting orange juice concentrate and bitter, oily orange peel, lime peels, mango rinds and melon with just a bit of vaporous vanilla more in the sinuses than on the palate. A little more peach jam-like as it warms but still pretty harsh.

Feel is mega-juicy and, despite appearances, no more than medium bodied with ample fine, tingly carbonation. There’s a very slight warmth in the gullet but nothing that would make me suspect anything like the stated 9.2% abv.

Overall, stupidly over hopped, I mean, right? Yes, Dddoublegangerrr is better than Doubleganger but Very Dddoublegangerrr is not an improvement over Dddoublegangerrrr - in my thoroughly jaded opinion."
1526,ovaltine,Very DDDoublegangerrr,4.5,"Pours the ubiquitous very hazy orange color with the fluffy white head that coats the glass with lacing that Tree House beers are noted for. Beautiful hazy. The nose is a tropical fruit basket, with loads of mango, ripe grapefruit, tangerines, and passion fruit. Wow.

The taste is a very delicious blend of all the aforementioned mentioned tropical fruits, with the ripe grapefruit and mango most prominent, plus a nice dollop of sweet oats at the back of the palate to balance the surprising (and welcome) moderate bitterness. 

The mouthfeel is soft and full, again as expected. I had high expectations for this beer, and those expectations were met."
1527,tekstr1der,Very DDDoublegangerrr,4.48,"Been a long time since I've had anything from this series, and wow a fantastic new NETIPA they've developed in this one. 9.2% ABV and undetectable . Dangerous sauce! All the TH hallmarks are here... gorgeous murky pour, ripe fruits galore, barely bitter - just enough."
1528,Scotchboy,Star Light (Trillium Collaboration),4.05,"16oz can recently found in Boise, didn't realize this was a Trillium collab but that does make me even more excited for this one. It pours out more beautiful than even the most attractive NEIPA's I've been enjoying lately, that warm and inviting and perfected golden orange color, full-on haze with a creamy cap of tightly-bubbled slightly off-white head. My nose picked up a prominent lime characteristic as soon as the can was popped, which was moderately present throughout the nose and tasting, but I would say this one leans more into the papaya and even some impressions of honeydew melon, with a malty sweet body. Pretty nice stuff."
1529,ovaltine,Star Light (Trillium Collaboration),4.5,"Pours a very unfiltered mango color with a fluffy white head that provides significant lacing. Gorgeous beer. The nose is equal parts mango, orange juice, pineapple, and papaya, so I’m drooling.

The taste mirrors the nose, with the mango, orange juice, and papaya especially delicious, augmented by a surprisingly dry mouthfeel that is reminiscent of a WCDIPA in this delicious juice bomb.

All of that equals another fantastic hop bomb from Equilibrium, a truly world class brewery, IMHO."
1530,beergoot,Star Light (Trillium Collaboration),4.06,"Murky peach colored body, opaque; thick, creamy, sculpted, white head; sticky webs of foam inside the glass. Fantastic aroma of ripe peach and orange; subliminal biscuit note. Fine flavors; orange smoothie with a twist of sweetness offsetting the citrus bite; lightly doughy malt base flavor; decent overall bitterness. Heavy body; smooth, soft and velvety; great acidic quality balancing out the residual sugar pillowy mouthfeel.

The ABV is nicely hidden with this beer. The delicate sugary sweetness of the grains and the overall fresh citrus-like flavors from the hops balances things nicely.

Pouring temperature: 51 °F; canning info: n/a
Source: Tavour"
1531,JohnniEMc,Star Light (Trillium Collaboration),4.13,"It looks like the typical modern American IPA, except in this case, the stark white foam wasn't overly excessive. As it now sits inside a clear glass liter mug, the full pint was easily poured from a can. The color is dark yellow-amber that is dull and just about murky. Although the foam is loosely knit, it recedes slowly and evenly. It smells like the modern American IPA, bringing juicy notes of grapefruit and mango, with a pleasant hint of alcohol. Unfortunately, the taste and mouthfeel revert to the now too common overly starched and barley malt deprived recent version of an IPA. It keeps some of the fruitiness of its aroma, but there's no citrusy bite. There's no bite at all. While this may be attractive to modern IPA drinkers, it should annoy traditionalists. The oats included certainly soften the bite, provide a little body and hide the alcohol nicely. But some people like an IPA with a little hoppy bite, especially at the finish. Plus, the oats make the mouthfeel a little chalky, until the finish. This is commendable for softening an IPA hop bite and hiding a significant ABV. It even allows a little hoppiness to come through in the aftertaste. Light and irregular is the glass lacing, evidence that the mouthfeel runs a little thinly, despite plenty of oat characteristics. It's good for this age of IPAs, but it isn't really a great IPA."
1532,Jw13,We Live Among Ghosts,4.47,"Looks like a typical Treehouse DIPA - yellow-gold and opaque. Smell is kind of a mix between the beers that used the yeast derived from the Dataset experiments (beers I didn't think too highly of), and Treehouse classic beers, so maybe this ""new yeast blend"" is just that. Taste is mango, orange and mixed citrus, with a good dose of zesty pith. Carbonation is a little stronger than I was expecting, leaving a pleasant tingle on the sides of the tongue after swallowing. 

Overall an excellent beer."
1533,Billolick,We Live Among Ghosts,4.44,"Tall can with dating info on the bottom thats smudged and useless.

The pour here is a full on TH NEDIPA masterpiece...fully hazed, large and long lasting frothy cap and leaving a boatload of all sorts of good looking froth and lacing all over the glass.

Sniff reveals waves of ripe tropical fruit goodness.

On the palate and thru the mouth its more ripe pineapple, mango, light lime, and assorted stone fruit notes. Mighty fine and highly enjoyable...if you are a fan of the style, this one will not disappoint.

Overall I find this to be a world class take on a favored style...fresh and flavorful...the kind of beer that you want to savor every sip."
1534,KomodoDragon,Schaumstoffherz,3.44,"Even a slow pour of this straw colored brew yielded a huge white head. Crystal clear. 

Toasty bread scent, A little bit dry, a little bitter, a little grainy accompany graham cracker maltiness. Decent crisp feel. Not very exciting, but well built and clean. Quite light, and alcohol is quite muted.

Acceptable German pils, albeit fairly straightforward."
1535,BeerAndGasMasks,Schaumstoffherz,3.45,"From the ""Foam Heart"" labeled can with a nice pastoral scene quite unlike much of anything you might find around Mannheim, where the Eichbaum Brewery is located, it pours with a large white head that slowly reduces and does leave lacing. The liquid part of the brew is light yellow. The nose gets light malt with maybe some spice, although the large vibrant head interferes with the scent transfer. The taste is light and easy drinking. 

I was surprised that Eichbaum, which I remember from my youth at my first duty station, came up with a new name and label for their brew and did not include a pils or export. Sigh. Mannheim is also located in the Kurpfalz, which is a traditional region not affiliated with the modern Rheinland-Pfalz, which is across the Rhine river from Mannheim. Honestly, I found the description in the brochure somewhat misleading."
1536,Beginner2,Schaumstoffherz,3.41,"This is more a lunch beer than a German pils (a pils has a more complexed flavor and hops.) 
But Schaumstoffherz is a good lunch beer. I had it last evening when I wanted to wash down some average soup. And I finished the can just now at lunch with a burger and BBQ sauce. Flexible enough for a lunch beer.

Otherwise, I consider Schaumstoffherz average. For Looks, decent foam in the pour but not much sticks around. Aromas are mostly malt with some sweet floral in the back of the nose. Tastes are balanced, but not distinguished; just average. Schaumstoffherz' soft mouth works with the food, but not much palate cleansing.

I give better Overall marks because I do not remember having a regional beer from the Palatinate state. (Mannheim is a mid-sized city mid-way between Frankfurt and Stuttgart.) While Eichbaum's web-site is developed well and shows a well-established beverage maker, I get annoyed when I can't find the English button. Hence average Overall Hugs relative to my generous scale."
